NAME,income,poverty_rate,black_pct,renter_pct,housing_burden_pct,Tree_Canopy_Cover_Percent,Park_Land_Percent,poverty_z,canopy_z,parks_z,green_equity_index
County 1,55725,21.833399938254324,4.94588195353912,43.314873847118065,36.445376828745125,29.45349135727143,15.46913354304641,1.1839665148559542,0.42338703273269673,0.5905019884445587,-0.17007749367869873
County 2,68030,12.147951333663524,8.175412990094298,21.37685696606512,39.32194576253855,31.978036518787853,17.080954030915493,-0.5367666171575977,0.7173037338136583,0.9571861512277532,2.211256502199009
County 3,57730,5.8718292759808115,0.5705505961738238,41.329960807865305,37.209358580515726,30.342859447565317,15.996918431038722,-1.6517930455769123,0.5269304904337417,0.7105714138176912,2.8892949498283453
County 4,55377,11.095361468221949,5.740130896832852,49.13138421530387,25.107602946210818,11.557028414026217,14.078402539186708,-0.7237715076722718,-1.660184071274307,0.2741149976816348,-0.6622975659204005
County 5,47763,12.96371363835962,9.353355406728442,46.15048799426922,31.767218711163565,18.829208366624684,15.760312008375976,-0.3918369104558387,-0.8135305140644367,0.6567441863713414,0.23505058276274338
County 6,63766,19.099176609027246,6.030666861885766,41.30484953962096,40.22409681779463,23.532650386596252,15.736256171372492,0.6981997873658746,-0.2659387405802825,0.6512715580494782,-0.31286696989667895
County 7,62241,24.907169640680348,2.4579094107301045,48.755292290650004,36.875878172734296,18.613098691764897,5.613616895544465,1.7300576235978766,-0.8386907859719173,-1.6515974872004107,-4.220345896770205
County 8,40096,12.118297314349192,7.318696841655797,32.894400136597454,20.150697141332447,34.315403688111125,12.741662532972537,-0.5420350002356262,0.9894284943823247,-0.029989208541396185,1.5014742860765549
County 9,63166,20.250956275708674,4.100365572139718,46.18636742965422,22.18519356632057,13.933453154580906,16.88977041089712,0.9028269052361668,-1.3835120866497725,0.913692470528249,-1.3726465213576904
County 10,45664,16.863538331244424,6.849647498964869,30.67873003920844,28.669868005338984,28.365380850717756,8.64443279765006,0.30101252089736935,0.29670526233977274,-0.9620962679406573,-0.9664035264982539
County 11,73710,18.83403597400354,0.7785373674908271,47.892909587115405,43.60913849046476,39.64644830882361,11.977219797110202,0.6510944550313299,1.6100880381767553,-0.2038975604360663,0.755096022709359
County 12,40111,8.022549046961604,6.541053413837883,24.46332968726311,32.27976202436459,37.07669615796607,11.524785664405925,-1.2696925442280018,1.310908175487323,-0.3068249226416045,2.2737757970737205
County 13,57747,12.977525854523131,0.805880381910278,48.2008704478482,26.754406685758344,16.664711874552957,11.04180753926366,-0.38938300884019,-1.0655290436010998,-0.4167009484107802,-1.09284698317169
County 14,43325,9.81711795447249,7.575416223846776,44.981485918496375,29.010592986342747,10.00245662841003,6.827592916511172,-0.9508664058732252,-1.8411729550490754,-1.3754217069337393,-2.2657282561095897
County 15,71140,11.869120280966499,4.992673521265323,45.38164514589393,25.26631568885158,39.41792026185966,12.885673119052218,-0.5863042121826306,1.5834819743629585,0.002772753219220151,2.172558939764809
County 16,54944,15.262563083980043,1.65666637699401,23.71769029771833,30.530001429250316,36.48138954092133,11.693725479054972,0.016580558685971122,1.2416004206962152,-0.26839163868624794,0.9566282233239962
County 17,57476,18.332491003281433,5.655041294990807,37.89460695025211,25.450885988736864,37.58417398982838,14.95089135916461,0.5619891297594335,1.36999058466201,0.4726034986649278,1.2806049535675044
County 18,47985,7.118169701136276,1.1343572106375446,20.491774426277942,41.14381268257319,22.465106525129002,13.241195881736774,-1.430366103894899,-0.3902260675826694,0.0836530792645257,1.1237931155767553
County 19,66626,7.617899013281615,6.706966277853886,41.6355309815182,31.40676497603907,32.338463864701936,5.413143944782298,-1.341583351587562,0.7592659922455104,-1.697204461838192,0.40364488199488036
County 20,46484,11.43961212936616,9.962820109994341,20.23212542377712,26.995050460894255,16.384944957074474,5.47876981408627,-0.6626113546910622,-1.098100522499688,-1.6822747800753923,-2.117763947884018
County 21,57730,18.231286733324872,7.809274702202642,22.54466832335701,43.32229120353704,21.769122132517825,15.52039701527349,0.5440090084945336,-0.47125509403796945,0.6021642694097283,-0.41309983312277476
County 22,70255,21.93012450541444,5.950854079758832,26.764952313500707,27.85878384072992,35.54644154161526,15.61371677839034,1.201150764567753,1.1327503847264795,0.6233942261370236,0.55499384629575
County 23,46648,16.06514689593427,1.4750349625025607,46.25373601619674,42.74286655108345,13.828366726540622,19.399087005867003,0.15916895214384127,-1.3957466296196552,1.4845542145683481,-0.0703613671951484
County 24,62461,22.089049750490094,7.14842371034269,30.9072895396284,21.085452274256927,36.815961036209174,18.15057022255717,1.2293856916092771,1.2805524472512326,1.2005205179784846,1.25168727362044
County 25,63728,12.696756225515223,6.781094739615345,36.19879805637676,37.6778765066919,24.895239171253394,12.02089501080884,-0.4392650146017056,-0.10730121386010985,-0.1939615847551548,0.1380022159864409
County 26,57543,11.335757942367595,0.966422740916375,37.04309641456935,32.097225975865655,22.782869661177234,14.388597675277532,-0.6810622646862956,-0.35323093115328713,0.34468342923647777,0.6725147627694863
County 27,44195,12.08529351183357,8.026843367523611,26.7639008091788,31.105526533199505,19.169391642793553,11.85772591544399,-0.5478985114460565,-0.7739251436323192,-0.23108204796818418,-0.45710868015444694
County 28,42428,8.421636584101982,5.427807613459799,37.16440303953384,20.90808360879954,37.50546355818328,8.344193550016294,-1.198789979383908,1.3608268308253029,-1.030399765744431,1.52921704446478
County 29,48028,21.58225269003781,4.5457430948992315,39.8285538508881,21.017079762284528,25.528703822838672,10.65015495884514,1.1393472712191286,-0.03355096233618416,-0.5058006959530805,-1.6786989295083934
County 30,43252,11.773416918286532,7.987778149213923,28.947361799519882,28.318840426548526,34.12079105000433,6.5582634869699925,-0.603307032984392,0.9667709854365729,-1.4366933169718692,0.13338470144909564
County 31,57766,16.04740150588146,4.409907620483953,32.55880576940078,43.67798849768583,35.72955361843097,14.997906784924888,0.15601627622236672,1.1540689566285283,0.48329936223196507,1.4813520426381266
County 32,68513,16.57102936217666,5.0697496172989585,33.5926677363839,35.44149942786728,37.671470637746104,7.880452155709513,0.2490448841843464,1.3801539769286755,-1.13589949490106,-0.0047904021567308774
County 33,51894,15.430661187946646,2.2254740054013338,47.97051984626245,29.221871042023174,19.10142202099229,12.132016812366745,0.046445151306584484,-0.7818384134434833,-0.16868171948610733,-0.996965284236175
County 34,69534,5.053761291486413,3.5525295453110726,37.62481242438507,35.29942597637264,20.19432562133034,19.511549045320663,-1.7971323832397887,-0.6545986136936082,1.5101389798026423,2.652672749348823
County 35,70107,24.7669083856564,8.532563467344403,48.44757114854424,25.153288407130688,27.852216290428448,5.475033959721309,1.7051385725026997,0.23696078362294212,-1.6831246753586484,-3.151302464238406
County 36,42338,23.106831513232198,2.275585614803796,36.68104261295441,24.126661070700933,23.239724063784134,7.2759492508431824,1.4102065159002017,-0.3000422851605661,-1.2734220312127609,-2.983670832273529
County 37,56972,9.15271722392649,4.46426507858177,35.01684262547303,29.045431638283958,37.98527597859226,9.47868776557577,-1.0689049600649865,1.4166883324906445,-0.7723058497372084,1.7132874428184226
County 38,60355,10.849788255848496,9.895827820255345,20.10596632898745,41.58383378851079,21.926921549004593,19.127104466243814,-0.7674004587015207,-0.4528835138288706,1.422679030213776,1.737195975086426
County 39,52394,15.40020306144967,2.747698211202434,34.426671316248864,32.73504318375559,24.33334145125631,18.63262694192496,0.04103390919049248,-0.17271938372452034,1.3101869267912187,1.096433633876206
County 40,42624,23.038227453213413,9.209907162918874,47.82364995687955,27.42253790142139,28.51558265659804,7.43001261217941,1.398018202907759,0.31419230117500513,-1.238373094254635,-2.3221989959873888
